gene_symbol,liver_tpm
BX842568.2,2.52437
FAM110B,2.52424
FUT11,2.52317
TMEM102,2.52266
IGKV2-30,2.52205
TLR4,2.52104
FBXL14,2.52093
SNORA64,2.52078
HSPB9,2.51862
ARAP3,2.51821
ABI2,2.51655
AQP7P1,2.51617
KIAA1143,2.51606
UBE2Q2,2.51457
NUAK1,2.5143
LMNB1,2.51397
MASTL,2.51393
TMEM88,2.5127
PEG3,2.51117
NECTIN1,2.50992
RP11-264B17.2,2.50765
KBTBD6,2.5075
POC5,2.50701
IGKV1-9,2.50662
RPL7P9,2.50614
SYNM,2.50598
LINC00543,2.50546
BEND7,2.50503
STPG3,2.50439
FBXL17,2.50315
RAI1,2.50301
TMEM91,2.50209
CSF1R,2.50063
ZNF662,2.50006
GNA14,2.49884
PHLDB1,2.49849
LRRC57,2.49789
RP11-1151B14.2,2.49688
BBX,2.49611
CETN3,2.49602
WHRN,2.4958
AC108488.4,2.49569
CIDECP,2.49472
IGHV1-2,2.49466
SCAMP1-AS1,2.4938
MGAT4A,2.49368
ZNF785,2.4912
SMARCD3,2.48943
RBM15,2.48933
AP4M1,2.48884
AC004951.5,2.488
GSTM2,2.48775
MOSPD2,2.48755
SNAI1,2.48699
SHD,2.48625
STAG3L2,2.48569
ARPIN,2.48486
C14orf93,2.4841
CHRDL2,2.48408
RP11-390E23.6,2.48397
ZNF600,2.48391
CSTF2,2.4827
ALG6,2.48253
MVB12B,2.48059
ICAM2,2.48058
HPS3,2.48002
SNORA81,2.48001
USP8,2.47922
DDX20,2.4788
SOX5,2.47803
ABHD17C,2.47747
SCARF2,2.47627
NHLRC1,2.47614
RP11-983P16.4,2.47602
POU6F1,2.47561
TMEM200B,2.47477
RP11-168L7.1,2.47271
MOGAT1,2.4722
GLCCI1,2.47186
ZNF771,2.46945
WDR25,2.46942
RBM45,2.46722
SLC22A17,2.46629
RP11-7M8.2,2.46476
CDK19,2.46452
UBOX5,2.46409
CCDC66,2.46359
TBC1D12,2.46189
CTD-2553L13.10,2.4617
ZNF445,2.46148
NRAV,2.46071
RP11-139H15.5,2.46015
MINCR,2.45995
RP11-203M5.7,2.45976
FTCDNL1,2.45944
EPN2,2.45856
GALK2,2.45746
INTS9,2.45659
NEDD4L,2.45612
TTC12,2.45581
SLC38A9,2.45563
RP11-286H15.1,2.45466
RP11-889L3.1,2.45418
ANAPC10,2.45216
HYAL3,2.45192
SKAP2,2.45164
RP11-867G23.8,2.45123
CCDC186,2.45067
ZNF595,2.44902
TACC3,2.4489
SRP14-AS1,2.44844
ELF3-AS1,2.44746
LINC01006,2.44634
PITPNC1,2.44559
RP11-418I22.3,2.44429
NUBPL,2.44406
GPR162,2.444
MRPL42,2.44384
RP11-555M1.3,2.44377
ARHGAP32,2.44276
AC008592.8,2.44158
PIGB,2.44126
SRBD1,2.44123
MPZ,2.43972
ARID3B,2.4371
UGT1A6,2.4371
RP11-589P10.5,2.43619
RP11-2C24.3,2.43611
RP11-632C17__A.1,2.43597
SLC23A3,2.43585
RBM12B,2.43574
METTL16,2.43544
REV3L,2.43476
RP1-28O10.1,2.43322
ARL6IP6,2.43169
RP11-452L6.1,2.43167
ARHGAP42,2.42997
RP3-339A18.6,2.42932
SOCS7,2.42911
RP11-481J2.4,2.42828
PARS2,2.42776
ZNF780A,2.42724
ZBTB39,2.42636
TMEM147-AS1,2.42587
STOML1,2.42511
LILRB3,2.42501
RP4-539M6.21,2.42297
RP11-631N16.4,2.42287
CCL23,2.4226
ZMYM1,2.42249
LTB4R2,2.42187
CCDC85C,2.42162
LINC00641,2.42123
SLC41A1,2.42099
STX6,2.42018
LMOD1,2.41868
RILPL2,2.41815
ZKSCAN5,2.41791
SYNJ1,2.41741
DTNB,2.41617
RBP7,2.41568
DMXL2,2.4154
LINC00893,2.41374
EIF3J-AS1,2.41343
FAM172A,2.41329
NEDD9,2.41278
AL450992.2,2.41067
RP11-890B15.3,2.41063
MANEAL,2.40993
PRPF40B,2.40848
C14orf79,2.4066
WI2-1896O14.1,2.40569
RP11-760H22.2,2.40489
GDPD3,2.40406
YAF2,2.40265
ZNF550,2.40142
CYP2U1,2.39818
MANSC1,2.39574
MIA2,2.39416
STX7,2.39394
KBTBD4,2.39368
NPR1,2.39363
AC004985.12,2.39203
SNORA18,2.39077
DSTNP2,2.38994
L3MBTL4,2.38774
PALB2,2.38687
USP42,2.38646
ARID5B,2.38622
PRRG1,2.38576
SSH2,2.38564
BMP2K,2.38458
TPT1-AS1,2.38437
LIAS,2.38432
RNASEH1-AS1,2.38268
RPL32P3,2.38021
DUSP28,2.37939
UTP15,2.3784
CTD-3185P2.1,2.37829
EMSY,2.37715
METTL22,2.37676
AC007193.9,2.37662
RAB3A,2.37577
TRMT112P4,2.37536
MIR503HG,2.37499
LMO2,2.3736
L3MBTL3,2.37299
MIR34AHG,2.37107
LIMK1,2.36997
DHX57,2.36812
CAMK2B,2.36737
CDYL,2.36728
RP3-431P23.5,2.36432
LINC01816,2.36325
RNU1-47P,2.36276
ARHGAP19,2.36272
FAM221A,2.3621
ZNF16,2.36196
UBE2S,2.36189
TMEM267,2.3607
CMAHP,2.36063
PLAT,2.36053
KIAA1586,2.36052
THSD4,2.35992
SNORA62,2.35946
RP11-199F11.2,2.35942
GPR153,2.35797
SORT1,2.35637
TSPAN15,2.35612
SCAND2P,2.35599
FRYL,2.35592
NSD2,2.35515
TAF3,2.35505
RENBP,2.3525
UGT2B27P,2.35189
CYTH3,2.35173
RP11-513M16.8,2.3497
ZNF697,2.3496
TMEM161B,2.34943
COG6,2.34935
ZNF74,2.34933
ZNF227,2.34914
RGCC,2.34811
CETP,2.3481
CMC2,2.34807
BAZ2B,2.34714
DPY19L3,2.34664
RP5-888M10.2,2.34659
PRPS1P2,2.34619
ZNF37A,2.34615
SLC9A7,2.34381
WWC3,2.34359
UBXN2A,2.34273
DPP9-AS1,2.3425
CHFR,2.34229
PRSS3,2.34054
INTS6,2.34031
AACS,2.33956
CD44,2.33897
IDI2-AS1,2.33843
NIPAL1,2.33823
KDM5B,2.33803
MTERF1,2.33656
DOK3,2.33654
PHF6,2.33653
C3orf18,2.33523
EXPH5,2.33509
PRDM10,2.33464
XPO4,2.33381
TMEM5,2.33361
THOC3,2.33272
MSANTD4,2.33252
AOC2,2.33133
RALGAPA1,2.33066
ZNF260,2.3298
ZNF436,2.32968
MTMR11,2.32902
KRTAP5-6,2.32814
LINC01843,2.32802
RRN3P3,2.32792
RDH13,2.32785
RP11-342C24.8,2.32738
TOGARAM1,2.32695
TPSAB1,2.32536
PXN-AS1,2.32535
VEGFC,2.32529
MED17,2.32437
ADAT3,2.32394
CTC-537E7.3,2.32121
IL1RL1,2.32045
ZNF780B,2.31992
FILIP1L,2.31727
CENPC,2.3168
RP5-1021I20.1,2.31658
SLAIN1,2.3154
KIAA0753,2.31524
RP11-15I11.3,2.31517
ZNF319,2.31496
CNTN3,2.31221
LRRC37A7P,2.31198
BAIAP2L2,2.31139
AP006621.9,2.31127
CTD-2350C19.2,2.31011
TMEM100,2.3101
KANK3,2.30937
UGGT2,2.30925
RP11-141M3.6,2.30917
SEMA3F,2.30847
ASIC3,2.30841
LHX2,2.30653
NUSAP1,2.30628
CTC-510F12.2,2.30557
ZNF548,2.30439
AVIL,2.30217
MGAT5,2.30203
TSEN2,2.30179
CCT6P3,2.3011
MTND5P1,2.30063
RSF1,2.30016
AXL,2.29976
CTD-3025N20.3,2.29935
CHMP4BP1,2.29912
LINC00680,2.2987
TMLHE,2.29865
AC009303.2,2.29847
HEYL,2.29616
TPGS2,2.29523
GEMIN2,2.29506
CYTIP,2.29419
RP3-368A4.6,2.29286
FOXK1,2.29236
ZNF419,2.29089
CH17-472G23.2,2.29083
ZNF30,2.28984
ANKRD6,2.28951
ADCY4,2.28911
ARID2,2.28866
ANKMY1,2.28804
OSBPL1A,2.28784
AC104809.4,2.28752
FLT3LG,2.28703
GIMAP8,2.28693
RP11-98F14.12,2.2858
IFI27L1,2.2856
ERICH1,2.28534
DTX2P1,2.2853
RP11-1069G10.1,2.28503
RP11-46C24.7,2.28473
ZBTB49,2.28335
RPL12P16,2.28294
SMAGP,2.28212
HEATR6,2.28111
ZNF213,2.28072
KATNAL1,2.28004
ZBTB41,2.2789
FZD8,2.27837
CTSLP2,2.27763
CHAC2,2.27695
RNF8,2.27676
IGHV3-48,2.27611
ADGRD1,2.27512
LINC01569,2.27308
DERL3,2.27298
FLI1,2.27286
RP11-48B3.4,2.2722
ZNF577,2.27219
CALHM2,2.27195
ANKRD27,2.26925
PLXNA1,2.26918
TMED6,2.26804
QSER1,2.2674
ZNF398,2.26711
UNC93A,2.26701
SERPINB8,2.26685
RP11-344P13.6,2.2662
SLX4IP,2.2657
ALOX5AP,2.26565
DRAM1,2.26424
RP11-347C12.11,2.26417
FOLR2,2.2631
PARP8,2.26169
ADAL,2.26165
SIGLEC7,2.26109
SPAG1,2.26067
LINC01612,2.26065
TTI2,2.26037
RND2,2.25938
TBCK,2.25902
DIEXF,2.25891
TTC22,2.25872
KLHL26,2.25865
ZNF134,2.25804
TBC1D8B,2.25721
CDC42EP2,2.25692
RP11-511P7.6,2.25647
RP4-773N10.4,2.25599
TAMM41,2.25585
LDOC1L,2.2552
RP11-872J21.5,2.25501
ATP10D,2.255
SELL,2.25434
E2F3,2.25419
NDUFAF5,2.25204
CCZ1B,2.25131
RP5-827C21.4,2.2512
SNTB2,2.25042
CCNK,2.25032
RP11-385F5.4,2.25004
MYCT1,2.24995
IL10RB-AS1,2.24927
ZNF814,2.24907
TTC28,2.24904
LINC01786,2.24901
TRIM32,2.24847
RIF1,2.2473
BCRP3,2.24622
C12orf49,2.24608
DSE,2.24606
FHL2,2.24571
BBS5,2.2457
CTB-31O20.4,2.24497
FTLP14,2.2448
RP11-522I20.3,2.24453
RPL10P9,2.24451
SEL1L3,2.24375
MTND4P19,2.24326
ETV5,2.24305
RPL4P4,2.24153
SERPINE2,2.24095
CTC-429P9.2,2.24053
XRRA1,2.2404
ZNF589,2.23995
STARD7-AS1,2.23855
ZNF41,2.23714
IGKV1-16,2.23578
PPM1D,2.2346
SERP2,2.2344
GLMN,2.23394
TRPV2,2.2336
DLG5,2.23266
TP53BP1,2.2322
RP11-84C13.2,2.232
SNORA27,2.23187
SEMA3F-AS1,2.22976
IGKV1-17,2.22968
TPPP2,2.22893
PGC,2.2286
PLEKHG1,2.22771
PYCR1,2.22707
RP11-278L15.6,2.22635
PCBD2,2.2255
ADAMTSL5,2.22534
MCM6,2.22527
TMEM243,2.22415
PLAC9,2.22384
RP11-129M16.4,2.2232
IGLV4-69,2.22245
ZC3H8,2.22176
RAI2,2.22096
HEXIM2,2.22022
PHACTR2,2.21961
RP11-73M18.7,2.21854
CTD-2270L9.4,2.21839
TTF1,2.21755
RP11-756P10.6,2.21723
VNN2,2.21525
RP3-395M20.8,2.215
IFT57,2.21487
RP11-397G17.1,2.21456
PARVB,2.21446
HAUS6,2.21317
SLC12A6,2.21294
PSPC1-AS2,2.21292
LPCAT4,2.21267
PPM1H,2.21267
LINC02001,2.21267
PODXL,2.2123
HIVEP2,2.21105
ZNF441,2.2107
CCDC88B,2.21062
RP11-195F19.9,2.2096
IGKV1-27,2.20939
TMCO3,2.20841
GSTM3,2.20814
AKR1C5P,2.208
TRIM16L,2.20754
SLC25A14,2.20684
RP3-395M20.12,2.20543
SIPA1L3,2.20481
CTD-2015H6.3,2.20205
PMS2,2.20167
FKBP14,2.20072
AP000442.1,2.2005
FKBP7,2.20037
SENP1,2.19869
SARM1,2.19769
PSMG4,2.19749
SYTL4,2.19688
HSPA4L,2.19683
ZNF500,2.19635
ARHGEF6,2.19608
GLOD5,2.19582
RAB30-AS1,2.19484
MTMR9,2.19396
DGCR6,2.19247
RP11-562A8.4,2.19143
AC009133.21,2.18991
TTC39B,2.18952
SEPT1,2.18772
ELOA-AS1,2.18723
PIK3C3,2.18607
ROM1,2.18576
ZNF799,2.18359
RP1-102E24.10,2.18309
CTD-2240E14.4,2.18253
LINC01481,2.18231
TMEM92,2.18175
SNHG10,2.18067
DENND2C,2.18065
MED26,2.17938
SLC10A7,2.17932
ID4,2.17879
RP1-59D14.5,2.17857
FBXO10,2.17822
LRTOMT,2.1777
INHBA,2.17683
ARHGEF25,2.1765
ERCC8,2.17526
GJA1,2.1737
RP11-250B2.6,2.17285
EXOG,2.17272
F8,2.17267
AGAP4,2.17114
ZMYND15,2.17097
ZKSCAN4,2.17009
TMEM185A,2.16993
RPS23P8,2.16912
HYLS1,2.16876
MRC2,2.16856
ARMC12,2.16845
SNORA21,2.16634
RP3-330M21.5,2.16622
UQCRHL,2.16552
CATIP-AS1,2.16483
RSPO3,2.16459
BCL2L2-PABPN1,2.16371
PDK3,2.16289
ZBTB34,2.16284
PHC3,2.16279
MTA3,2.16168
IGHV3-33,2.16125
ZNF529,2.16092
MT1XP1,2.1608
FAM43A,2.16016
FIGN,2.15931
NGF,2.1584
UAP1L1,2.15827
MINDY2,2.15796
RP11-876N24.3,2.15749
TIGD1,2.15664
USP9Y,2.15646
GAB1,2.15531
CD5L,2.15394
ADAM17,2.15341
RNF215,2.1533
AC016747.3,2.15281
ZNF331,2.15195
IL18,2.15173
CES5A,2.15015
ADGRA2,2.14949
CACNB2,2.14918
ENTPD3-AS1,2.14892
ANGPTL1,2.14786
ZBTB6,2.14768
RPP25,2.14745
WIPF1,2.14731
PIK3CD,2.14619
KCNK17,2.14592
KALRN,2.14409
DIXDC1,2.14408
SPIRE1,2.14385
KLHDC1,2.14319
SLC9A1,2.14315
THADA,2.14231
ARMCX6,2.14146
AC074289.1,2.1404
SNAPC1,2.14019
KLRB1,2.13966
EXOC3-AS1,2.13839
RMI1,2.1382
B9D2,2.13679
YTHDF3-AS1,2.13651
DYNC2LI1,2.13546
HAUS3,2.13503
RAP2B,2.13494
RP1-198K11.5,2.13431
SOX7,2.13384
FBXO45,2.13237
C9orf40,2.13214
Z83851.4,2.13162
TTL,2.13119
WFDC1,2.13075
CLTCL1,2.13073
RASSF2,2.12836
RP11-523H20.3,2.12825
TIAM1,2.12775
ZNF433,2.12734
RP11-325K4.3,2.12665
PLEKHG2,2.12617
FBXL20,2.12598
STK26,2.12558
OTUD3,2.12499
SMIM24,2.12446
NANP,2.1242
EZH2,2.12342
SPIN3,2.12247
POU5F1,2.12216
DYRK4,2.12123
ZIC1,2.12082
USP13,2.11987
AGBL2,2.11941
AC114271.2,2.11856
ERI1,2.11824
DNMT3A,2.11609
STRBP,2.11583
MSC,2.11577
TRIM11,2.1149
C12orf66,2.11434
N4BP2L2-IT2,2.11424
F3,2.11394
RP11-455O6.8,2.11297
ADGRL4,2.11254
SYNE1,2.11171
EOGT,2.11072
C2orf76,2.11045
SIPA1L2,2.11012
RP11-225B17.2,2.10924
IPPK,2.10909
ZFY,2.10907
ZNF91,2.10778
TCTE3,2.10689
LACC1,2.10673
PTPRG,2.10479
GPNMB,2.10348
SELPLG,2.10343
CTB-113I20.2,2.1024
SHQ1,2.10221
PCED1B,2.1013
BTG1P1,2.10069
TONSL,2.10048
RP11-278C7.4,2.09763
NSUN5P2,2.09731
AC005077.7,2.09675
PMS2P5,2.09667
NUP155,2.09631
TMC3-AS1,2.09613
C12orf73,2.09605
SUZ12P1,2.09583
UBBP4,2.09571
LRIG2,2.09514
SLC25A35,2.0948
GALNT4,2.09433
LIN54,2.09383
RP11-356B19.11,2.09351
MIR324,2.0927
DAB1,2.09263
AZGP1P2,2.09246
SCGB1B2P,2.09213
ASAH2B,2.09074
GLB1L,2.09013
KCTD7,2.08988
MZB1,2.08969
WRAP53,2.08946
RIPPLY1,2.08747
PPP1R32,2.0869
NKAP,2.08652
RP11-5C23.2,2.08601
ABI3,2.08588
LENG8-AS1,2.08433
MRPS31P5,2.08402
LRRC37BP1,2.08395
ZNF586,2.08365
SGK494,2.08354
PRKCE,2.08312
GTF2IP12,2.08262
FRG1HP,2.0824
ARSB,2.08105
FMNL2,2.08062
CCBE1,2.07984
ZNF674-AS1,2.07859
TEKT4P2,2.07794
FEZ1,2.07771
SCN9A,2.07744
OAS2,2.07636
RP11-196G18.22,2.07622
CTD-2600H12.2,2.07572
APOD,2.07534
GET4,2.07501
SNX30,2.07379
ZNF696,2.07362
ENTPD1,2.07351
FLT1,2.07297
GPR88,2.07286
ARMCX1,2.07223
FKTN,2.07184
VSIG10L,2.07077
ALPK2,2.07073
MAPK13,2.0698
CXCL1,2.06939
ANKRD50,2.06836
RP11-358L22.3,2.06816
CNN1,2.06743
DUSP7,2.06679
IPMK,2.06675
LTK,2.06623
METTL4,2.06505
PRKCZ-AS1,2.06484
ZNF438,2.06469
MIR647,2.06462
IGKV2-24,2.0632
ZNF786,2.06283
XXbac-BPG181B23.7,2.06272
RP11-166P13.3,2.06269
CA13,2.06243
ATAD2B,2.06188
C3orf33,2.0617
VRK2,2.06099
FCGR2A,2.06097
ZNF37BP,2.06083
IGLV3-10,2.06031
RP11-175B9.3,2.05916
VPS9D1-AS1,2.05903
ACYP1,2.05825
CLEC4A,2.05757
CRLF3,2.057
LINC00094,2.05528
GDPD5,2.05524
PARD6G,2.05385
KAT6B,2.05354
RBM43,2.05181
PLXNA2,2.05018
ASLP1,2.04989
TYMS,2.04719
TPPP,2.04564
LINC02166,2.04479
EFCAB2,2.0447
PDLIM3,2.04426
PDE9A,2.04413
TRIM34,2.04403
RP11-783K16.14,2.04307
FXYD2,2.04303
TMEM51,2.04253
RP11-548H3.1,2.04241
DLL4,2.0393
RP11-111M22.3,2.03911
FOXF1,2.03862
LRRC29,2.03807
ENAH,2.03792
PPP1R14BP3,2.03638
NTF3,2.03607
MPP6,2.03461
INPP4A,2.03428
RNLS,2.03423
SMURF2,2.03394
LINC01003,2.03383
CHEK2,2.0333
RP11-182L21.6,2.03287
ZFAND4,2.03103
FZD6,2.03091
ATXN7L1,2.03026
TSPEAR-AS1,2.03007
KSR1,2.02994
INCA1,2.02952
NUFIP1,2.02927
B3GLCT,2.02865
SLA,2.02861
SPICE1,2.02698
LLGL1,2.02652
SHANK2,2.02559
LSP1,2.02525
MYO5C,2.02508
GAS6-AS1,2.02505
TSLP,2.02391
C21orf91,2.02375
CYP11A1,2.02245
FAM71E1,2.02228
ASXL2,2.02225
PLXNA3,2.02213
ANKRD23,2.02142
GALNT10,2.01939
COX6A1P2,2.01895
SRFBP1,2.01867
RP11-40A7.2,2.01858
ZNF79,2.01782
ADA,2.01654
UTY,2.01602
SLC25A19,2.01586
CBLN3,2.01577
FAM98B,2.01528
AMER1,2.01468
RP11-196G11.2,2.01464
AP000473.5,2.01412
SNHG21,2.01356
EPOP,2.01327
POLA2,2.01284
CTD-2033D15.2,2.01102
RSRC1,2.01082
BMS1P1,2.01069
RP11-452G18.2,2.00914
YBX2,2.0085
ZNF417,2.00768
TLN2,2.00736
RP11-283I3.6,2.00678
KCNK6,2.00654
RP5-1057J7.7,2.00566
MPEG1,2.00518
APOBEC3C,2.00475
ALDH3B1,2.00422
SPDYC,2.00354
TMEM74B,2.00288
LPAR2,2.00228
EPSTI1,2.002
MT-TC,2.00185
FAM200A,2.00159
PIGP,2.0012
MGA,2.00108
GPRASP1,1.99956
C17orf51,1.99868
ZNF440,1.99751
NSUN3,1.99517
CORO2A,1.99367
RP11-228M15.1,1.99336
MCM9,1.99305
RPL7AP6,1.99235
P2RY2,1.99201
ZNF443,1.99086
AC005253.2,1.99043
IHH,1.9904
ZNF544,1.98962
B9D1,1.98957
ZNF57,1.98927
GNL3L,1.98832
ZNF497,1.98778
P3H4,1.98775
EPHB6,1.9873
DNAJB5,1.9869
ZNF304,1.98592
DENND3,1.9859
RP9P,1.98512
FAM174B,1.98494
ZDHHC1,1.98454
ZNF253,1.98444
CD69,1.9838
RP11-291L22.9,1.98312
PRAM1,1.98276
BAHCC1,1.98274
EEF1B2P3,1.98152
HMGB1P5,1.98108
PLA2G4C,1.98033
TSHZ2,1.97995
C17orf107,1.97712
OAS3,1.97648
RP11-203M5.8,1.97642
KLHL28,1.97636
FRMD6,1.9757
CFAP44,1.97559
RP11-77H9.6,1.97554
ZDHHC21,1.97509
C19orf44,1.97483
RP5-894A10.6,1.97455
EXO5,1.97454
UBXN10,1.97299
DOCK9,1.97266
PDE7A,1.97237
CRACR2B,1.97182
RRP15,1.97041
RP11-119D9.1,1.96988
RPL21P16,1.96816
FAM86B3P,1.96758
LYST,1.96734
PTPRB,1.96733
RP13-128O4.3,1.96677
ACTA1,1.96674
SCAPER,1.96651
AMIGO1,1.96651
SPRED1,1.96646
RP11-403I13.5,1.96621
PLEKHM3,1.96604
UTP20,1.96601
AC026202.3,1.96526
RP5-1160K1.6,1.96475
RP1-283E3.4,1.96443
RP11-134F2.7,1.96437
Y_RNA,1.9643
ITGAE,1.96427
PTN,1.96417
CD248,1.96382
RP11-977G19.14,1.96299
RFX7,1.96208
GPR4,1.96166
APOBR,1.96142
ZSWIM8-AS1,1.96124
IKBIP,1.96088
KIAA0895,1.96085
AFAP1L1,1.96029
SLFN11,1.95981
SLC9A6,1.95877
HERC6,1.95875
AC093162.5,1.95818
SYT9,1.95796
METTL15,1.95784
AC083900.1,1.95783
CFAP69,1.95739
IKZF4,1.95696
RP11-722E23.2,1.95652
MTURN,1.95631
ATG7,1.95581
CCP110,1.95513
GRTP1-AS1,1.95508
DTWD2,1.95445
RGS11,1.95371
ZFHX4,1.95361
P3H2,1.95305
RCAN2,1.95268
RP11-152N13.16,1.95232
RP4-614O4.13,1.95153
ZDHHC2,1.95151
NFKBID,1.95108
RP11-347C12.10,1.95108
CYP17A1,1.95006
C11orf84,1.94966
BICDL1,1.94904
SECTM1,1.94778
HEPACAM,1.94774
KIF2A,1.94624
ERICH2,1.94565
PELI3,1.94558
S1PR3,1.94374
SLC16A3,1.94314
DDX10,1.94258
JAM3,1.94177
RFXAP,1.94023
GOLGA2P10,1.93993
AC016768.1,1.93943
WRN,1.93905
TEC,1.93899
PRIM1,1.93881
AMD1P4,1.9384
P2RX7,1.93802
RP11-326I11.3,1.938
IGHJ2,1.93798
TTTY14,1.93762
NUP37,1.93758
NONOP2,1.93722
ZNF45,1.93658
JAK3,1.9353
RP11-355B11.2,1.93525
ZNF616,1.93432
ATP8B2,1.93429
DLGAP1-AS1,1.9337
RNF2,1.93333
RP11-383B4.4,1.9323
PKN3,1.93165
ANKEF1,1.93154
CTD-3199J23.6,1.93038
LARGE2,1.93038
TTC33,1.92966
CASK,1.92938
TNFSF13B,1.92856
AP003068.23,1.92829
DHFR2,1.92815
DHRS4L1,1.92761
CFL1P5,1.92733
PCP2,1.92669
TOR4A,1.92647
RP11-430C7.5,1.92636
CLEC7A,1.92601
ADAP2,1.92561
TPM3P9,1.92517
RP4-706A16.3,1.92504
GSTA7P,1.92403
VWA5A,1.92321
MYO10,1.92155
C15orf41,1.92112
MAP4K2,1.92103
PIGZ,1.9207
LINC01004,1.92069
ZNF264,1.92006
UBE2FP1,1.92005
ZNF25,1.92004
MR1,1.91932
C19orf68,1.91861
CDKAL1,1.9184
MSH2,1.91629
ANTXR1,1.91319
INTS2,1.91294
NALT1,1.91264
PCP4L1,1.91263
DUS4L,1.91244
HIST1H4I,1.91099
ZSCAN2,1.91029
BORCS5,1.90996
MAGI3,1.90942
NREP,1.90935
TBKBP1,1.90911
RSG1,1.90822
TRIM10,1.90813
CDCA7L,1.90777
CAP2,1.90717
ZC4H2,1.90704
HLA-DQA1,1.90703
ARID1B,1.90677
RP11-361L15.5,1.9064
AP3M2,1.90606
ABR,1.9051
SLC37A1,1.90345
PPIP5K1,1.90344
DFNA5,1.90264
ZNF350,1.90238
LL21NC02-21A1.1,1.90186
PGBD1,1.90161
ATP5S,1.90159
FCHSD1,1.90131
RP11-365N19.2,1.90036
RBM41,1.89979
ZNF526,1.89906
AP4E1,1.89882
PAX8-AS1,1.89878
AP006216.5,1.89861
SLC25A51,1.89847
ALKBH8,1.898
FBXO5,1.89783
KRT4,1.89777
SORCS2,1.89729
NRSN2,1.89721
ZDHHC11,1.89626
AC004862.6,1.89554
SYNPO2,1.89518
RHNO1,1.89488
MT-TI,1.8939
LIPT2,1.89361
PRR4,1.89321
TAF5,1.89236
MBLAC2,1.89213
PSTK,1.8915
C9orf85,1.89099
C15orf39,1.89001
SH2D3C,1.88901
ZNF473,1.8887
RPL5P4,1.88832
JAK2,1.88725
HEG1,1.88702
FABP3,1.88647
EPM2A,1.88496
FAM95C,1.88471
TRAF3IP2,1.88421
RFLNB,1.88318
TCF7,1.88291
CECR1,1.88242
IBA57,1.88207
TNXB,1.88157
PMEL,1.88064
KLHL7,1.87987
DGKA,1.87984
ADCY5,1.87942
NPAT,1.87814
MID2,1.8774
MAP3K21,1.87651
SESTD1,1.87605
EXOC3L2,1.87521
ZNF180,1.87336
MMP25,1.87312
MAML3,1.87261
RP11-456P18.2,1.87145
GH1,1.87128
RP5-908M14.9,1.87065
MIR600HG,1.87064
BCDIN3D,1.87007
ZNF213-AS1,1.86973
SHROOM2,1.86961
SMOX,1.86889
PHTF1,1.86838
CAPG,1.86794
SMAP1,1.86776
NR6A1,1.86679
ZNF267,1.86607
CBWD5,1.86603
RP13-20L14.6,1.86567
HIST1H2AE,1.86486
PTPRD,1.86475
AOAH,1.86459
ZBTB26,1.86456
ZNF615,1.86424
WDR47,1.8638
MAMLD1,1.86358
C16orf46,1.86344
ANXA13,1.86121
CYB5R2,1.86104
RP11-1072A3.3,1.86094
MS4A4E,1.86053
RP11-158K1.3,1.85997
HNRNPA1P48,1.85898
AC000123.4,1.85896
DNLZ,1.85841
U47924.31,1.85773
ZFYVE28,1.85663
ABCA10,1.85651
IPP,1.8563
ZNF341,1.85525
RRAD,1.85473
NOSTRIN,1.85244
AC007292.6,1.85091
IL18RAP,1.85055
GLUD2,1.84992
RP11-175P13.2,1.84965
ARHGEF15,1.84961
CHCHD6,1.84946
CTD-2371O3.3,1.84905
EVA1C,1.8479
AMZ2P1,1.8476
MSTO2P,1.84691
XPR1,1.84545
C10orf25,1.84514
IGKV1-33,1.84446
SYNJ2,1.8442
MOCS3,1.844
ZNF510,1.84302
RP11-422P24.11,1.84255
ZNF562,1.84146
SLCO4C1,1.83929
RP11-326C3.15,1.83819
ST7L,1.83811
HSPBAP1,1.83693
DDX60,1.83514
TRNP1,1.83437
ALPK3,1.83434
CALML6,1.83434
IGHV3-74,1.83425
U3,1.83356
RP11-704M14.1,1.83316
AC084117.3,1.8302
MIF-AS1,1.83007
ITPR3,1.8295
NOS3,1.8293
CTD-2260A17.1,1.82869
GABPB1-AS1,1.82846
PIGCP1,1.82833
BTBD16,1.82685
RP11-301L8.2,1.82534
C19orf73,1.8252
CLIP2,1.82465
SNORA65,1.82463
TREH,1.82398
IGHV4-34,1.82391
SRGAP2,1.82374
TRAPPC2B,1.82242
PROX1-AS1,1.82216
C17orf67,1.82212
RP11-252A24.2,1.8214
PIGF,1.82121
MAP3K12,1.82116
LILRA6,1.82097
TMEM116,1.82062
TRMT44,1.81995
ZNF496,1.81901
ZFHX3,1.81842
UFSP1,1.81772
GLIPR2,1.8176
FCMR,1.81678
FAM83D,1.81622
C16orf95,1.81594
SPATS2,1.81573
ATP6V1C2,1.81518
E2F5,1.81406
NOTCH3,1.81331
LINC00997,1.81322
CIRBP-AS1,1.81279
MTF1,1.81255
ARSK,1.81242
SWT1,1.81132
SPATA7,1.81113
TBC1D7,1.81008
LNP1,1.80964
GIN1,1.80952
IGHV3-11,1.80952
ZNF707,1.80811
ZNF606,1.80779
LUZP1,1.80774
MDK,1.80633
HIC1,1.80628
NBL1,1.80578
GIMAP6,1.80449
FCGR3B,1.80396
CTC-542B22.2,1.80362
HIST1H3E,1.8035
BMP2,1.80242
ZNF844,1.80235
