distribution,loo_influence
background,0.01115085441929037
background,0.0067192515279547935
background,0.033910600799182365
background,0.012938130974663507
background,0.0065351208547486835
background,0.008598118870049446
background,0.01542289130492549
background,0.010312580392302302
background,0.013447915879547984
background,0.020421994865268217
background,0.012223831484289174
background,0.01359308814037008
background,0.02972180118297127
background,0.006405662577066831
background,0.020881951720247396
background,0.009496155651847754
background,0.01225907512614785
background,0.008414708580455798
background,0.021500894897517095
background,0.012630458400564582
background,0.013178352672943124
background,0.021478999497638908
background,0.00531963351891778
background,0.008223065071149102
background,0.011385684188423761
background,0.006583600352213213
background,0.009541396126152285
background,0.013455725376103136
background,0.006913913193777454
background,0.018202940085468265
background,0.015802997175273413
background,0.017390595399243106
background,0.006947018167097999
background,0.014595753069225347
background,0.010721968919984172
background,0.008003252648215003
background,0.021220413899273375
background,0.018190938227557695
background,0.009836456380224652
background,0.006977684295068936
background,0.014144370564578637
background,0.004976314791650187
background,0.007760862561471665
background,0.007472096920434081
background,0.009693766129752118
background,0.014488989548351199
background,0.010648220288989305
background,0.012949045587722465
background,0.011344030053385027
background,0.014708616208779097
background,0.031241230001022555
background,0.0067543448772297105
background,0.010966925010849674
background,0.012715624092474408
background,0.02251291309523203
background,0.006603099457507348
background,0.0170806812887863
background,0.010902894431066163
background,0.004068283480743994
background,0.018950960018866904
background,0.020539162599574487
background,0.013987858795532413
background,0.009092587863181274
background,0.00953498871722788
background,0.014069795715207311
background,0.008282581773826639
background,0.010561810176168099
background,0.0072963866273747105
background,0.01099658904275794
background,0.01451924631596849
background,0.008035306136090168
background,0.009355172162508796
background,0.003764657406089934
background,0.02491608414613138
background,0.006136443570746242
background,0.009842608754714259
background,0.006334582178121364
